,common_use,usps_abbr,pattern,combined,abbr_type
3512,LOBSTER,LBSTR,lobster,"('lobster', 'lbstr')",business
3513,LOC,LCL,loc,"('loc', 'lcl')",business
3514,LOCAL,LCL,local,"('local', 'lcl')",business
3515,LOCATION,LCTN,location,"('location', 'lctn')",business
3516,LOCKER,LCKR,locker,"('locker', 'lckr')",business
3517,LOCKSMITH,LOKSMTH,locksmith,"('locksmith', 'loksmth')",business
3518,LOCKSMTH,LOKSMTH,locksmth,"('locksmth', 'loksmth')",business
3519,LOCOM,LOCOM,locom,"('locom', 'locom')",business
3520,LOCOMOTIVE,LOCOM,locomotive,"('locomotive', 'locom')",business
3521,LODG,LDG,lodg,"('lodg', 'ldg')",business
3522,LODGE,LDG,lodge,"('lodge', 'ldg')",business
3523,LODR,LODR,lodr,"('lodr', 'lodr')",business
3524,LOG,LOG,log,"('log', 'log')",business
3525,LOGGING,LOG,logging,"('logging', 'log')",business
3526,LOGIC,LGC,logic,"('logic', 'lgc')",business
3527,LOGICAL,LGCL,logical,"('logical', 'lgcl')",business
3528,LOGISTC,LOGISTC,logistc,"('logistc', 'logistc')",business
3529,LOGISTIC,LOGISTC,logistic,"('logistic', 'logistc')",business
3530,LOGISTICIAN,LOGISTN,logistician,"('logistician', 'logistn')",business
3531,LOGS,LOGISTC,logs,"('logs', 'logistc')",business
3532,LOUNGE,LNG,lounge,"('lounge', 'lng')",business
3533,LPG,PROPN,lpg,"('lpg', 'propn')",business
3534,LQ,LQR,lq,"('lq', 'lqr')",business
3535,LQD,LQD,lqd,"('lqd', 'lqd')",business
3536,LQR,LQR,lqr,"('lqr', 'lqr')",business
3537,LRGE,LRGE,lrge,"('lrge', 'lrge')",business
3538,LRNG,LEARN,lrng,"('lrng', 'learn')",business
3539,LS,LS,ls,"('ls', 'ls')",business
3540,LSG,LEASE,lsg,"('lsg', 'lease')",business
3541,LSMITH,LOKSMTH,lsmith,"('lsmith', 'loksmth')",business
3542,LSNG,LEASE,lsng,"('lsng', 'lease')",business
3543,LSR,LSUR,lsr | lsr,"('lsr | lsr', 'lsur')",business
3544,LSSR,LSSR,lssr,"('lssr', 'lssr')",business
3545,LSTNG,LSTNG,lstng,"('lstng', 'lstng')",business
3546,LSUR,LSUR,lsur,"('lsur', 'lsur')",business
3547,LT,LT,lt,"('lt', 'lt')",business
3548,LTD,LTD,ltd,"('ltd', 'ltd')",business
3549,LTE,LTR,lte,"('lte', 'ltr')",business
3550,LTG,LIGHT,ltg,"('ltg', 'light')",business
3551,LTHG,LTHG,lthg,"('lthg', 'lthg')",business
3552,LTHR,LTHR,lthr,"('lthr', 'lthr')",business
3553,LTL,LTL,ltl,"('ltl', 'ltl')",business
3554,LTR,LTR,ltr,"('ltr', 'ltr')",business
3555,LTRPRS,LTRPRS,ltrprs,"('ltrprs', 'ltrprs')",business
3556,LTTR,LTTR,lttr,"('lttr', 'lttr')",business
3557,LUBE,LUBE,lube,"('lube', 'lube')",business
3558,LUBR,LUBR,lubr,"('lubr', 'lubr')",business
3559,LUBRICANT,LUBR,lubricant,"('lubricant', 'lubr')",business
3560,LUBRICATION,LUBE,lubrication,"('lubrication', 'lube')",business
3561,LUBRICNT,LUBR,lubricnt,"('lubricnt', 'lubr')",business
3562,LUCKY,LCKY,lucky,"('lucky', 'lcky')",business
3563,LUG,LUG,lug,"('lug', 'lug')",business
3564,LUGGAGE,LUG,luggage,"('luggage', 'lug')",business
3565,LUMBER,LMBR,lumber,"('lumber', 'lmbr')",business
3566,LUTH,LUTH,luth,"('luth', 'luth')",business
3567,LUTHERAN,LUTH,lutheran,"('lutheran', 'luth')",business
3568,LV,LV,lv,"('lv', 'lv')",business
3569,LVNG,LVNG,lvng,"('lvng', 'lvng')",business
3570,LVR,LVR,lvr,"('lvr', 'lvr')",business
3571,LVSTCK,LVSTCK,lvstck,"('lvstck', 'lvstck')",business
3572,LVSTK,LVSTCK,lvstk,"('lvstk', 'lvstck')",business
3573,LWYR,LWYR,lwyr,"('lwyr', 'lwyr')",business
3574,MACARONI,MCRN,macaroni,"('macaroni', 'mcrn')",business
3575,MACH,MACHST,mach | mach | mach | mach | mach,"('mach | mach | mach | mach | mach', 'machst')",business
3576,MACHG,MACHG,machg,"('machg', 'machg')",business
3577,MACHINE,MACH,machine,"('machine', 'mach')",business
3578,MACHINER,MACHR,machiner,"('machiner', 'machr')",business
3579,MACHINERY,MACHY,machinery,"('machinery', 'machy')",business
3580,MACHINING,MACHG,machining,"('machining', 'machg')",business
3581,MACHINIST,MACHST,machinist,"('machinist', 'machst')",business
3582,MACHR,MACHR,machr,"('machr', 'machr')",business
3583,MACHST,MACHST,machst,"('machst', 'machst')",business
3584,MACHY,MACHY,machy,"('machy', 'machy')",business
3585,MAG,MAG,mag,"('mag', 'mag')",business
3586,MAGAZINE,MAG,magazine,"('magazine', 'mag')",business
3587,MAGIC,MGC,magic,"('magic', 'mgc')",business
3588,MAGNETIC,MGNTC,magnetic,"('magnetic', 'mgntc')",business
3589,MAGNETO,MGNTO,magneto,"('magneto', 'mgnto')",business
3590,MAILER,MLR,mailer,"('mailer', 'mlr')",business
3591,MAINSAIL,MNSL,mainsail,"('mainsail', 'mnsl')",business
3592,MAINT,MNTNC,maint,"('maint', 'mntnc')",business
3593,MAINTENANCE,MNTNC,maintenance,"('maintenance', 'mntnc')",business
3594,MAJ,MJR,maj,"('maj', 'mjr')",business
3595,MAJESTIC,MJSTC,majestic,"('majestic', 'mjstc')",business
3596,MAJOR,MJR,major,"('major', 'mjr')",business
3597,MAMGRPHY,MAMGRAPHY,mamgrphy,"('mamgrphy', 'mamgraphy')",business
3598,MAMMOGRAPHY,MAMGRAPHY,mammography,"('mammography', 'mamgraphy')",business
3599,MANAG,MANAG,manag,"('manag', 'manag')",business
3600,MANAGE,MGR,manage | manage | manage,"('manage | manage | manage', 'mgr')",business
3601,MANAGEMENT,MGMT,management,"('management', 'mgmt')",business
3602,MANAGER,MGR,manager,"('manager', 'mgr')",business
3603,MANAGERIAL,MGRL,managerial,"('managerial', 'mgrl')",business
3604,MANAGING,MNGNG,managing,"('managing', 'mngng')",business
3605,MANF,MFR,manf,"('manf', 'mfr')",business
3606,MANGMNT,MGMT,mangmnt,"('mangmnt', 'mgmt')",business
3607,MANOR,MNR,manor,"('manor', 'mnr')",business
3608,MANPOWER,MNPWR,manpower,"('manpower', 'mnpwr')",business
3609,MANUF,MFR,manuf,"('manuf', 'mfr')",business
3610,MANUFACTURE,MFR,manufacture,"('manufacture', 'mfr')",business
3611,MANUFACTURER,MFGR,manufacturer,"('manufacturer', 'mfgr')",business
3612,MANUFACTURI,MFG,manufacturi,"('manufacturi', 'mfg')",business
3613,MANUFACTURING,MFG,manufacturing,"('manufacturing', 'mfg')",business
3614,MAPLE,MPL,maple,"('maple', 'mpl')",business
3615,MAR,MRNE,mar,"('mar', 'mrne')",business
3616,MARATHON,MRTHN,marathon,"('marathon', 'mrthn')",business
3617,MARBLE,MRBL,marble,"('marble', 'mrbl')",business
3618,MARINA,MRNA,marina,"('marina', 'mrna')",business
3619,MARINE,MRNE,marine,"('marine', 'mrne')",business
3620,MARITIME,MRTM,maritime,"('maritime', 'mrtm')",business
3621,MARKET,MKT,market,"('market', 'mkt')",business
3622,MARKETER,MRKTR,marketer,"('marketer', 'mrktr')",business
3623,MARKETING,MKTG,marketing,"('marketing', 'mktg')",business
3624,MARKETPLACE,MRKTPLC,marketplace,"('marketplace', 'mrktplc')",business
3625,MARKING,MKG,marking,"('marking', 'mkg')",business
3626,MARSHALL,MRSHLL,marshall,"('marshall', 'mrshll')",business
3627,MASON,MASON,mason | mason,"('mason | mason', 'mason')",business
3628,MASONIC,MSNC,masonic,"('masonic', 'msnc')",business
3629,MASONRY,MASON,masonry,"('masonry', 'mason')",business
3630,MASTER,MSTR,master,"('master', 'mstr')",business
3631,MAT,MATRS,mat,"('mat', 'matrs')",business
3632,MATERIAL,MTRL,material,"('material', 'mtrl')",business
3633,MATERIEL,MATL,materiel,"('materiel', 'matl')",business
3634,MATERNITY,MTRNTY,maternity,"('maternity', 'mtrnty')",business
3635,MATL,MTRL,matl,"('matl', 'mtrl')",business
3636,MATRS,MATRS,matrs,"('matrs', 'matrs')",business
3637,MATT,MATRS,matt,"('matt', 'matrs')",business
3638,MATTRESS,MATRS,mattress,"('mattress', 'matrs')",business
3639,MATTRS,MATRS,mattrs,"('mattrs', 'matrs')",business
3640,MAY,MAY,may,"('may', 'may')",business
3641,MAYOR,MAY,mayor,"('mayor', 'may')",business
3642,MBL,MBL,mbl | mbl,"('mbl | mbl', 'mbl')",business
3643,MBR,MBR,mbr,"('mbr', 'mbr')",business
3644,MBRM,MBRM,mbrm,"('mbrm', 'mbrm')",business
3645,MBRSHP,MBRSHP,mbrshp,"('mbrshp', 'mbrshp')",business
3646,MCH,MACH,mch,"('mch', 'mach')",business
3647,MCHINE,MACH,mchine,"('mchine', 'mach')",business
3648,MCHNC,MECH,mchnc,"('mchnc', 'mech')",business
3649,MCHNT,MRCHNT,mchnt,"('mchnt', 'mrchnt')",business
3650,MCHY,MACHY,mchy,"('mchy', 'machy')",business
3651,MCR,MCR,mcr,"('mcr', 'mcr')",business
3652,MCRBLGY,MCRBLGY,mcrblgy,"('mcrblgy', 'mcrblgy')",business
3653,MCRCMPTR,MCRCMPTR,mcrcmptr,"('mcrcmptr', 'mcrcmptr')",business
3654,MCRDT,MCRDT,mcrdt,"('mcrdt', 'mcrdt')",business
3655,MCRELCTRNC,MCRELCTRNC,mcrelctrnc,"('mcrelctrnc', 'mcrelctrnc')",business
3656,MCRFCH,MCRFCH,mcrfch,"('mcrfch', 'mcrfch')",business
3657,MCRN,MCRN,mcrn,"('mcrn', 'mcrn')",business
3658,MCRWV,MCRWV,mcrwv,"('mcrwv', 'mcrwv')",business
3659,MD,DR,md,"('md', 'dr')",business
3660,MDCL,MEDCL,mdcl,"('mdcl', 'medcl')",business
3661,MDL,MDL,mdl,"('mdl', 'mdl')",business
3662,MDLND,MDLND,mdlnd,"('mdlnd', 'mdlnd')",business
3663,MDRN,MOD,mdrn,"('mdrn', 'mod')",business
3664,MDSE,MDSE,mdse,"('mdse', 'mdse')",business
3665,MDSHPMN,MDSHPMN,mdshpmn,"('mdshpmn', 'mdshpmn')",business
3666,MDSNG,MDSNG,mdsng,"('mdsng', 'mdsng')",business
3667,MDTWN,MDTWN,mdtwn,"('mdtwn', 'mdtwn')",business
3668,MDW,MDWS,mdw,"('mdw', 'mdws')",business
3669,MDWST,MDWST,mdwst,"('mdwst', 'mdwst')",business
3670,MDWSTRN,MDWSTRN,mdwstrn,"('mdwstrn', 'mdwstrn')",business
3671,MDWY,MDWY,mdwy,"('mdwy', 'mdwy')",business
3672,MEADOW,MDWS,meadow,"('meadow', 'mdws')",business
3673,MEASURE,MSR,measure,"('measure', 'msr')",business
3674,MEASUREMENT,MSRMNT,measurement,"('measurement', 'msrmnt')",business
3675,MEASUREMNT,MSRMNT,measuremnt,"('measuremnt', 'msrmnt')",business
3676,MECH,MECHL,mech | mech,"('mech | mech', 'mechl')",business
3677,MECHANIC,MECH,mechanic,"('mechanic', 'mech')",business
3678,MECHANICAL,MECHL,mechanical,"('mechanical', 'mechl')",business
3679,MECHL,MECHL,mechl,"('mechl', 'mechl')",business
3680,MED,MEDM,med | med | med | med,"('med | med | med | med', 'medm')",business
3681,MEDCL,MEDCL,medcl,"('medcl', 'medcl')",business
3682,MEDCMNT,MEDCMNT,medcmnt,"('medcmnt', 'medcmnt')",business
3683,MEDCN,MEDCN,medcn,"('medcn', 'medcn')",business
3684,MEDIA,MEDIA,media,"('media', 'media')",business
3685,MEDIC,MEDCL,medic,"('medic', 'medcl')",business
3686,MEDICAL,MEDCL,medical,"('medical', 'medcl')",business
3687,MEDICAMENT,MEDCMNT,medicament,"('medicament', 'medcmnt')",business
3688,MEDICINE,MEDCN,medicine,"('medicine', 'medcn')",business
3689,MEDIUM,MEDM,medium,"('medium', 'medm')",business
3690,MEDL,MEDCL,medl,"('medl', 'medcl')",business
3691,MEDM,MEDM,medm,"('medm', 'medm')",business
3692,MEETING,MTG,meeting,"('meeting', 'mtg')",business
3693,MELANGE,MLNG,melange,"('melange', 'mlng')",business
3694,MEM,MEM,mem | mem,"('mem | mem', 'mem')",business
3695,MEMBER,MBR,member,"('member', 'mbr')",business
3696,MEMBERSHIP,MBRSHP,membership,"('membership', 'mbrshp')",business
3697,MEMBRANE,MBRM,membrane,"('membrane', 'mbrm')",business
3698,MEML,MEML,meml,"('meml', 'meml')",business
3699,MEMO,MEMO,memo,"('memo', 'memo')",business
3700,MEMORANDUM,MEMO,memorandum,"('memorandum', 'memo')",business
3701,MEMORIAL,MEML,memorial,"('memorial', 'meml')",business
3702,MEMORY,MEM,memory,"('memory', 'mem')",business
3703,MEMRL,MEML,memrl,"('memrl', 'meml')",business
3704,MENIT,MENIT,menit,"('menit', 'menit')",business
3705,MENNONITE,MENIT,mennonite,"('mennonite', 'menit')",business
3706,MENT,MNTL,ment,"('ment', 'mntl')",business
3707,MENTAL,MNTL,mental,"('mental', 'mntl')",business
3708,MERC,MERC,merc | merc,"('merc | merc', 'merc')",business
3709,MERCANTILE,MERCTL,mercantile,"('mercantile', 'merctl')",business
3710,MERCH,MDSNG,merch,"('merch', 'mdsng')",business
3711,MERCHANDISE,MDSE,merchandise,"('merchandise', 'mdse')",business
3712,MERCHANDISER,MRCHNDSR,merchandiser,"('merchandiser', 'mrchndsr')",business
3713,MERCHANDISING,MDSNG,merchandising,"('merchandising', 'mdsng')",business
3714,MERCHANT,MRCHNT,merchant,"('merchant', 'mrchnt')",business
3715,MERCTL,MERCTL,merctl,"('merctl', 'merctl')",business
3716,MERCURY,MERC,mercury,"('mercury', 'merc')",business
3717,MERIDIONAL,MRDNL,meridional,"('meridional', 'mrdnl')",business
3718,MET,METRLGST,met | met | met | met,"('met | met | met | met', 'metrlgst')",business
3719,METAL,METL,metal,"('metal', 'metl')",business
3720,METALLIZING,MTLNG,metallizing,"('metallizing', 'mtlng')",business
3721,METALLURGICAL,METLLRGCL,metallurgical,"('metallurgical', 'metllrgcl')",business
3722,METALLURGIST,METLLRGST,metallurgist,"('metallurgist', 'metllrgst')",business
3723,METALLURGY,MTLGY,metallurgy,"('metallurgy', 'mtlgy')",business
3724,METEOROLOGIST,METRLGST,meteorologist,"('meteorologist', 'metrlgst')",business
3725,METH,METHDST,meth | meth,"('meth | meth', 'methdst')",business
3726,METHDST,METHDST,methdst,"('methdst', 'methdst')",business
3727,METHOD,METH,method,"('method', 'meth')",business
3728,METHODIST,METHDST,methodist,"('methodist', 'methdst')",business
3729,METL,METL,metl,"('metl', 'metl')",business
3730,METLLRGCL,METLLRGCL,metllrgcl,"('metllrgcl', 'metllrgcl')",business
3731,METLLRGST,METLLRGST,metllrgst,"('metllrgst', 'metllrgst')",business
3732,METRIC,MTRC,metric,"('metric', 'mtrc')",business
3733,METRLGST,METRLGST,metrlgst,"('metrlgst', 'metrlgst')",business
3734,METRO,METRO,metro,"('metro', 'metro')",business
3735,METROPOLITAN,METRO,metropolitan,"('metropolitan', 'metro')",business
3736,MEX,MEX,mex,"('mex', 'mex')",business
3737,MEXICAN,MEX,mexican,"('mexican', 'mex')",business
3738,MFG,MFG,mfg,"('mfg', 'mfg')",business
3739,MFGNG,MFG,mfgng,"('mfgng', 'mfg')",business
3740,MFGR,MFGR,mfgr,"('mfgr', 'mfgr')",business
3741,MFLR,MUFLR,mflr,"('mflr', 'muflr')",business
3742,MFR,MFGR,mfr | mfr,"('mfr | mfr', 'mfgr')",business
3743,MG,MGR,mg,"('mg', 'mgr')",business
3744,MGC,MGC,mgc,"('mgc', 'mgc')",business
3745,MGMENT,MGMT,mgment,"('mgment', 'mgmt')",business
3746,MGMT,MGMT,mgmt,"('mgmt', 'mgmt')",business
3747,MGNG,MNGNG,mgng,"('mgng', 'mngng')",business
3748,MGNTC,MGNTC,mgntc,"('mgntc', 'mgntc')",business
3749,MGNTO,MGNTO,mgnto,"('mgnto', 'mgnto')",business
3750,MGR,MGR,mgr,"('mgr', 'mgr')",business
3751,MGRL,MGRL,mgrl,"('mgrl', 'mgrl')",business
3752,MGT,MGMT,mgt,"('mgt', 'mgmt')",business
3753,MHDSG,MDSNG,mhdsg,"('mhdsg', 'mdsng')",business
3754,MICRO,MCRCMPTR,micro | micro,"('micro | micro', 'mcrcmptr')",business
3755,MICROBIOLOGY,MCRBLGY,microbiology,"('microbiology', 'mcrblgy')",business
3756,MICROCOMPUTER,MCRCMPTR,microcomputer,"('microcomputer', 'mcrcmptr')",business
3757,MICRODATA,MCRDT,microdata,"('microdata', 'mcrdt')",business
3758,MICROELECTRONIC,MCRELCTRNC,microelectronic,"('microelectronic', 'mcrelctrnc')",business
3759,MICROFICHE,MCRFCH,microfiche,"('microfiche', 'mcrfch')",business
3760,MICROWAVE,MCRWV,microwave,"('microwave', 'mcrwv')",business
3761,MID,MID,mid,"('mid', 'mid')",business
3762,MIDDLE,MID,middle,"('middle', 'mid')",business
3763,MIDL,MID,midl,"('midl', 'mid')",business
3764,MIDLAND,MDLND,midland,"('midland', 'mdlnd')",business
3765,MIDSHIPMAN,MDSHPMN,midshipman,"('midshipman', 'mdshpmn')",business
3766,MIDTOWN,MDTWN,midtown,"('midtown', 'mdtwn')",business
3767,MIDWAY,MDWY,midway,"('midway', 'mdwy')",business
3768,MIDWEST,MDWST,midwest,"('midwest', 'mdwst')",business
3769,MIDWESTERN,MDWSTRN,midwestern,"('midwestern', 'mdwstrn')",business
3770,MIDWST,MDWST,midwst,"('midwst', 'mdwst')",business
3771,MIL,MIL,mil,"('mil', 'mil')",business
3772,MILIEU,ML,milieu,"('milieu', 'ml')",business
3773,MILITARY,MLTRY,military,"('military', 'mltry')",business
3774,MILLINERY,MILNRY,millinery,"('millinery', 'milnry')",business
3775,MILLING,MIL,milling,"('milling', 'mil')",business
3776,MILLWORK,MLLWK,millwork,"('millwork', 'mllwk')",business
3777,MIN,MIN,min | min,"('min | min', 'min')",business
3778,MINERAL,MNRL,mineral,"('mineral', 'mnrl')",business
3779,MINI,MINI,mini,"('mini', 'mini')",business
3780,MINIATURE,MINI,miniature,"('miniature', 'mini')",business
3781,MINING,MIN,mining,"('mining', 'min')",business
3782,MINISCULE,MNSCL,miniscule,"('miniscule', 'mnscl')",business
3783,MINISTER,MINSTR,minister,"('minister', 'minstr')",business
3784,MINISTRY,MNSTRY,ministry,"('ministry', 'mnstry')",business
3785,MINNG,MIN,minng,"('minng', 'min')",business
3786,MIR,MIR,mir,"('mir', 'mir')",business
3787,MIRROR,MIR,mirror,"('mirror', 'mir')",business
3788,MIS,MIS,mis,"('mis', 'mis')",business
3789,MISC,MISC,misc,"('misc', 'misc')",business
3790,MISCELLANEOUS,MISC,miscellaneous,"('miscellaneous', 'misc')",business
3791,MISSILE,MIS,missile,"('missile', 'mis')",business
3792,MISSION,MSSN,mission,"('mission', 'mssn')",business
3793,MISSIONARY,MSSNRY,missionary,"('missionary', 'mssnry')",business
3794,MISTER,MR,mister,"('mister', 'mr')",business
3795,MIX,MIX,mix,"('mix', 'mix')",business
3796,MIXED,MXD,mixed,"('mixed', 'mxd')",business
3797,MIXING,MIX,mixing,"('mixing', 'mix')",business
3798,MJR,MJR,mjr,"('mjr', 'mjr')",business
3799,MJSTC,MJSTC,mjstc,"('mjstc', 'mjstc')",business
3800,MKG,MKG,mkg,"('mkg', 'mkg')",business
3801,MKT,MKTG,mkt | mkt,"('mkt | mkt', 'mktg')",business
3802,MKTG,MKTG,mktg,"('mktg', 'mktg')",business
3803,MKTING,MKTG,mkting,"('mkting', 'mktg')",business
3804,MKTNG,MKTG,mktng,"('mktng', 'mktg')",business
3805,ML,ML,ml,"('ml', 'ml')",business
3806,MLD,MLD,mld,"('mld', 'mld')",business
3807,MLDG,MLDG,mldg,"('mldg', 'mldg')",business
3808,MLDNG,MLDNG,mldng,"('mldng', 'mldng')",business
3809,MLG,MLG,mlg,"('mlg', 'mlg')",business
3810,MLLWK,MLLWK,mllwk,"('mllwk', 'mllwk')",business
3811,MLNG,MLNG,mlng,"('mlng', 'mlng')",business
3812,MLR,MLR,mlr,"('mlr', 'mlr')",business
3813,MLTRY,MLTRY,mltry,"('mltry', 'mltry')",business
3814,MLY,MILNRY,mly,"('mly', 'milnry')",business
3815,MNAGER,MGR,mnager,"('mnager', 'mgr')",business
3816,MNCPL,MNCPL,mncpl,"('mncpl', 'mncpl')",business
3817,MNCPLTY,MNCPLTY,mncplty,"('mncplty', 'mncplty')",business
3818,MNG,MNGNG,mng | mng,"('mng | mng', 'mngng')",business
3819,MNGMNT,MGMT,mngmnt,"('mngmnt', 'mgmt')",business
3820,MNGMT,MGMT,mngmt,"('mngmt', 'mgmt')",business
3821,MNGN,MGMT,mngn,"('mngn', 'mgmt')",business
3822,MNGNG,MNGNG,mngng,"('mngng', 'mngng')",business
3823,MNGR,MGR,mngr,"('mngr', 'mgr')",business
3824,MNGRM,MNGRM,mngrm,"('mngrm', 'mngrm')",business
3825,MNMT,MNMT,mnmt,"('mnmt', 'mnmt')",business
3826,MNPWR,MNPWR,mnpwr,"('mnpwr', 'mnpwr')",business
3827,MNR,MNR,mnr,"('mnr', 'mnr')",business
3828,MNRL,MNRL,mnrl,"('mnrl', 'mnrl')",business
3829,MNSCL,MNSCL,mnscl,"('mnscl', 'mnscl')",business
3830,MNSL,MNSL,mnsl,"('mnsl', 'mnsl')",business
3831,MNSTRY,MNSTRY,mnstry,"('mnstry', 'mnstry')",business
3832,MNTHLY,MNTHLY,mnthly,"('mnthly', 'mnthly')",business
3833,MNTL,MNTL,mntl,"('mntl', 'mntl')",business
3834,MNTN,MTN,mntn,"('mntn', 'mtn')",business
3835,MNTNC,MNTNC,mntnc,"('mntnc', 'mntnc')",business
3836,MNTR,MINSTR,mntr,"('mntr', 'minstr')",business
3837,MNTRNG,MNTRNG,mntrng,"('mntrng', 'mntrng')",business
3838,MNY,MNY,mny,"('mny', 'mny')",business
3839,MO,MBL,mo,"('mo', 'mbl')",business
3840,MOB,MBL,mob,"('mob', 'mbl')",business
3841,MOBILE,MBL,mobile,"('mobile', 'mbl')",business
3842,MOC,MOC,moc,"('moc', 'moc')",business
3843,MOCCASIN,MOC,moccasin,"('moccasin', 'moc')",business
3844,MOD,MOD,mod,"('mod', 'mod')",business
3845,MODEL,MDL,model,"('model', 'mdl')",business
3846,MODERN,MOD,modern,"('modern', 'mod')",business
3847,MOLDED,MLD,molded,"('molded', 'mld')",business
3848,MOLDING,MLDG,molding,"('molding', 'mldg')",business
3849,MONASTERY,MONSTRY,monastery,"('monastery', 'monstry')",business
3850,MONEY,MNY,money,"('money', 'mny')",business
3851,MONITORING,MNTRNG,monitoring,"('monitoring', 'mntrng')",business
3852,MONOGRAM,MNGRM,monogram,"('monogram', 'mngrm')",business
3853,MONSTRY,MONSTRY,monstry,"('monstry', 'monstry')",business
3854,MONTHLY,MNTHLY,monthly,"('monthly', 'mnthly')",business
3855,MONU,MNMT,monu,"('monu', 'mnmt')",business
3856,MONUMENT,MNMT,monument,"('monument', 'mnmt')",business
3857,MOOSE,MSE,moose,"('moose', 'mse')",business
3858,MORT,MORT,mort,"('mort', 'mort')",business
3859,MORTG,MRTG,mortg,"('mortg', 'mrtg')",business
3860,MORTGAGE,MRTG,mortgage,"('mortgage', 'mrtg')",business
3861,MORTGE,MRTG,mortge,"('mortge', 'mrtg')",business
3862,MORTICIAN,MORT,mortician,"('mortician', 'mort')",business
3863,MORTUARY,MRTRY,mortuary,"('mortuary', 'mrtry')",business
3864,MOSAIC,MOSC,mosaic,"('mosaic', 'mosc')",business
3865,MOTEL,MTL,motel,"('motel', 'mtl')",business
3866,MOTHER,MTHR,mother,"('mother', 'mthr')",business
3867,MOTIF,MTF,motif,"('motif', 'mtf')",business
3868,MOTION,MOTN,motion,"('motion', 'motn')",business
3869,MOTN,MOTN,motn,"('motn', 'motn')",business
3870,MOTOR,MTR,motor,"('motor', 'mtr')",business
3871,MOTORCYCLE,MTRCYL,motorcycle,"('motorcycle', 'mtrcyl')",business
3872,MOULAGE,MLG,moulage,"('moulage', 'mlg')",business
3873,MOULDING,MLDNG,moulding,"('moulding', 'mldng')",business
3874,MOUNT,MT,mount,"('mount', 'mt')",business
3875,MOUNTAIN,MTN,mountain,"('mountain', 'mtn')",business
3876,MOUNTIN,MTN,mountin,"('mountin', 'mtn')",business
3877,MOV,MOV,mov,"('mov', 'mov')",business
3878,MOVE,MOVE,move,"('move', 'move')",business
3879,MOVEMENT,MVMNT,movement,"('movement', 'mvmnt')",business
3880,MOVER,MVR,mover,"('mover', 'mvr')",business
3881,MOVIE,MOV,movie,"('movie', 'mov')",business
3882,MOVING,MOVE,moving,"('moving', 'move')",business
3883,MOWER,MWR,mower,"('mower', 'mwr')",business
3884,MPL,MPL,mpl,"('mpl', 'mpl')",business
3885,MR,MR,mr,"('mr', 'mr')",business
3886,MRBL,MRBL,mrbl,"('mrbl', 'mrbl')",business
3887,MRCHNDSR,MRCHNDSR,mrchndsr,"('mrchndsr', 'mrchndsr')",business
3888,MRCHNT,MRCHNT,mrchnt,"('mrchnt', 'mrchnt')",business
3889,MRDNL,MRDNL,mrdnl,"('mrdnl', 'mrdnl')",business
3890,MRKT,MKTG,mrkt | mrkt,"('mrkt | mrkt', 'mktg')",business
3891,MRKTG,MKTG,mrktg,"('mrktg', 'mktg')",business
